DISTRICT_NAME	AMPHUR_NAME
ยี่ล้น   	วิเศษชัยชาญ   
บางจัก   	วิเศษชัยชาญ   
ห้วยคันแหลน   	วิเศษชัยชาญ   
คลองขนาก   	วิเศษชัยชาญ   
ไผ่วง   	วิเศษชัยชาญ   
สี่ร้อย   	วิเศษชัยชาญ   
ม่วงเตี้ย   	วิเศษชัยชาญ   
หัวตะพาน   	วิเศษชัยชาญ   
หลักแก้ว   	วิเศษชัยชาญ   
ตลาดใหม่   	วิเศษชัยชาญ   
สามโก้   	สามโก้   
ราษฎรพัฒนา   	สามโก้   
อบทม   	สามโก้   
โพธิ์ม่วงพันธ์   	สามโก้   
มงคลธรรมนิมิต   	สามโก้   
ทะเลชุบศร   	เมืองลพบุรี   
ท่าหิน   	เมืองลพบุรี   
กกโก   	เมืองลพบุรี   
โก่งธนู   	เมืองลพบุรี   
เขาพระงาม   	เมืองลพบุรี   
เขาสามยอด   	เมืองลพบุรี   
โคกกะเทียม   	เมืองลพบุรี   
โคกลำพาน   	เมืองลพบุรี   
โคกตูม   	เมืองลพบุรี   
งิ้วราย   	เมืองลพบุรี   
ดอนโพธิ์   	เมืองลพบุรี   
ตะลุง   	เมืองลพบุรี   
*ทะเลชุบศร   	เมืองลพบุรี   
ท่าแค   	เมืองลพบุรี   
ท่าศาลา   	เมืองลพบุรี   
นิคมสร้างตนเอง   	เมืองลพบุรี   
บางขันหมาก   	เมืองลพบุรี   
บ้านข่อย   	เมืองลพบุรี   
ท้ายตลาด   	เมืองลพบุรี   
ป่าตาล   	เมืองลพบุรี   
พรหมมาสตร์   	เมืองลพบุรี   
โพธิ์เก้าต้น   	เมืองลพบุรี   
โพธิ์ตรุ   	เมืองลพบุรี   
สี่คลอง   	เมืองลพบุรี   
ถนนใหญ่   	เมืองลพบุรี   
พัฒนานิคม   	พัฒนานิคม   
ช่องสาริกา   	พัฒนานิคม   
มะนาวหวาน   	พัฒนานิคม   
ดีลัง   	พัฒนานิคม   
โคกสลุง   	พัฒนานิคม   
ชอนน้อย   	พัฒนานิคม   
หนองบัว   	พัฒนานิคม   
ห้วยขุนราม   	พัฒนานิคม   
น้ำสุด   	พัฒนานิคม   
โคกสำโรง   	โคกสำโรง   
เกาะแก้ว   	โคกสำโรง   
ถลุงเหล็ก   	โคกสำโรง   
หลุมข้าว   	โคกสำโรง   
ห้วยโป่ง   	โคกสำโรง   
คลองเกตุ   	โคกสำโรง   
สะแกราบ   	โคกสำโรง   
เพนียด   	โคกสำโรง   
วังเพลิง   	โคกสำโรง   
ดงมะรุม   	โคกสำโรง   
*ชอนสารเดช   	โคกสำโรง   
*หนองม่วง   	โคกสำโรง   
*บ่อทอง   	โคกสำโรง   
*ยางโทน   	โคกสำโรง   
*ชอนสมบูรณ์   	โคกสำโรง   
*โคกเจริญ   	โคกสำโรง   
*ยางราก   	โคกสำโรง   
วังขอนขว้าง   	โคกสำโรง   
*ดงดินแดง   	โคกสำโรง   
วังจั่น   	โคกสำโรง   
*หนองมะค่า   	โคกสำโรง   
หนองแขม   	โคกสำโรง   
*วังทอง   	โคกสำโรง   
*ชอนสารเดช   	โคกสำโรง   
*ยางโทน   	โคกสำโรง   
*ชอนสมบูรณ์   	โคกสำโรง   
*ดงดินแดง   	โคกสำโรง   
*บ่อทอง   	โคกสำโรง   
*หนองม่วง   	โคกสำโรง   
*ยางราก   	โคกสำโรง   
